广东频道,#genre#
浙江卫视,http://114.254.83.238:2222/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://222.71.139.115:8001/rtp/239.45.3.178:5140$1920x1080
浙江卫视,http://114.254.95.3:2222/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://1.203.110.192:17777/rtp/225.1.8.46:8036$1920x1080
浙江卫视,http://183.191.210.6:8082/rtp/226.0.1.147:3076$1920x1080
浙江卫视,http://113.109.250.1:9999/rtp/239.77.0.89:5146$1920x1080
浙江卫视,http://111.162.48.28:8888/rtp/225.1.1.112:5002$1920x1080
浙江卫视,http://60.220.167.244:8085/rtp/226.0.1.147:3076$1920x1080
浙江卫视,http://59.172.145.8:10000/rtp/239.254.96.143:8932$1920x1080
浙江卫视,http://115.171.80.17:8888/rtp/225.1.8.46:8036$1920x1080
湖南卫视,http://60.220.167.219:8084/rtp/226.0.1.146:3075$1920x1080
湖南卫视,http://27.11.48.117:8002/rtp/225.0.4.75:7980$1920x1080
湖南卫视,http://180.121.98.89:8181/rtp/239.49.8.12:9418$1920x1080
湖南卫视,http://175.9.162.107:9999/rtp/239.76.252.115:9000$1920x1080
湖南卫视,http://175.9.162.116:9999/rtp/239.76.253.101:9000$1920x1080
湖南卫视,http://1.203.110.192:17777/rtp/225.1.8.41:8012$1920x1080
湖南卫视,http://222.93.165.105:4000/rtp/239.49.8.12:9418$1920x1080
湖南卫视,http://111.166.193.128:8888/rtp/225.1.1.114:5002$1920x1080
湖南卫视,http://183.185.228.5:8084/rtp/226.0.1.146:3075$1920x1080
湖南卫视,http://175.9.162.107:9999/rtp/239.76.253.101:9000$1920x1080
湖南卫视,http://183.184.60.128:8082/rtp/226.0.1.146:3075$1920x1080
湖南卫视,http://221.205.61.119:8082/rtp/226.0.1.146:3075$1920x1080
湖南卫视,http://27.11.61.36:8002/rtp/225.0.4.75:7980$1920x1080
湖南卫视,http://119.98.71.95:8888/rtp/239.254.96.139:8908$1920x1080
湖南卫视,http://175.6.133.235:12388/rtp/239.76.252.115:9000$1920x1080
北京卫视,http://60.220.167.219:8084/rtp/226.0.1.185:3108$1920x1080
北京卫视,http://111.162.48.28:8888/rtp/225.1.1.113:5002$1920x1080
北京卫视,http://171.217.35.98:8000/rtp/239.93.0.180:5140$1920x1080
北京卫视,http://222.71.139.114:8001/rtp/239.45.3.229:5140$1920x1080
北京卫视,http://221.205.61.119:8083/rtp/226.0.1.185:3108$1920x1080
北京卫视,http://115.171.80.17:8888/rtp/225.1.8.21:8002$1920x1080
北京卫视,http://183.191.210.6:8082/rtp/226.0.1.185:3108$1920x1080
北京卫视,http://27.11.48.117:8005/rtp/225.0.4.78:7980$1920x1080
北京卫视,http://220.192.3.145:8002/rtp/225.0.4.78:7980$1920x1080
北京卫视,http://111.166.193.128:8888/rtp/225.1.1.113:5002$1920x1080
北京卫视,http://119.98.71.95:8888/rtp/239.254.96.141:8920$1920x1080
北京卫视,http://60.220.167.244:8084/rtp/226.0.1.185:3108$1920x1080
北京卫视,http://223.199.145.148:2222/rtp/239.253.64.204:5140$1920x1080
北京卫视,http://222.71.139.118:8001/rtp/239.45.3.229:5140$1920x1080
北京卫视,http://218.64.60.38:8888/rtp/239.252.219.206:5140$1920x1080
湖北卫视,http://171.116.222.31:8084/rtp/226.0.1.152:3082$1920x1080
湖北卫视,http://183.185.220.49:8084/rtp/226.0.1.152:3082$1920x1080
湖北卫视,http://183.191.210.6:8082/rtp/226.0.1.152:3082$1920x1080
湖北卫视,http://183.184.60.128:8085/rtp/226.0.1.152:3082$1920x1080
湖北卫视,http://111.162.48.28:8888/rtp/225.1.1.147:5002$1920x1080
湖北卫视,http://222.71.139.114:8001/rtp/239.45.3.239:5140$1920x1080
湖北卫视,http://222.71.139.115:8001/rtp/239.45.3.239:5140$1920x1080
湖北卫视,http://27.11.48.117:8008/rtp/225.0.4.217:7980$1920x1080
湖北卫视,http://115.199.106.120:9999/rtp/233.50.201.114:5140$1920x1080
湖北卫视,http://111.166.193.128:8888/rtp/225.1.1.147:5002$1920x1080
湖北卫视,http://113.128.128.46:8688/rtp/239.21.1.163:5002$1920x1080
湖北卫视,http://27.11.48.117:8005/rtp/225.0.4.217:7980$1920x1080
湖北卫视,http://175.9.162.107:9999/rtp/239.76.253.193:9000$1920x1080
湖北卫视,http://218.64.60.38:8888/rtp/239.252.219.208:5140$1920x1080
湖北卫视,http://27.11.48.117:8002/rtp/225.0.4.217:7980$1920x1080
黑龙江卫视,http://222.130.82.155:4022/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://27.11.48.117:8005/rtp/225.0.4.201:7980$1920x1080
黑龙江卫视,http://221.205.60.71:8082/rtp/226.0.1.151:3080$1920x1080
黑龙江卫视,http://183.191.210.6:8082/rtp/226.0.1.151:3080$1920x1080
黑龙江卫视,http://183.184.60.128:8085/rtp/226.0.1.151:3080$1920x1080
黑龙江卫视,http://111.166.193.128:8888/rtp/225.1.1.115:5002$1920x1080
黑龙江卫视,http://222.71.139.118:8001/rtp/239.45.3.232:5140$1920x1080
黑龙江卫视,http://1.203.110.192:17777/rtp/225.1.8.42:8016$1920x1080
黑龙江卫视,http://118.112.148.228:58888/rtp/239.93.0.183:5140$1920x1080
黑龙江卫视,http://114.243.99.87:4000/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://171.118.121.137:8082/rtp/226.0.1.151:3080$1920x1080
黑龙江卫视,http://223.199.145.148:2222/rtp/239.253.64.205:5140$1920x1080
黑龙江卫视,http://27.11.48.117:8008/rtp/225.0.4.201:7980$1920x1080
黑龙江卫视,http://61.185.200.55:10000/rtp/239.112.205.68:5140$1920x1080
黑龙江卫视,http://222.129.36.60:9001/rtp/239.3.1.133:8016$1920x1080
安徽卫视,http://27.11.48.117:8008/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://119.98.71.95:8888/rtp/239.69.1.70:10060$1920x1080
安徽卫视,http://180.121.98.89:8181/rtp/239.49.8.80:8000$1920x1080
安徽卫视,http://27.10.133.29:8004/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://222.129.36.60:9001/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://27.11.48.117:8005/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://27.11.48.117:8002/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://27.10.133.29:8002/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://27.11.61.36:8002/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://223.215.11.132:2000/rtp/238.1.78.150:7072$1920x1080
安徽卫视,http://27.11.48.117:8007/rtp/225.0.4.133:7980$1920x1080
安徽卫视,http://115.171.80.17:8888/rtp/225.1.8.52:8064$1920x1080
安徽卫视,http://115.199.106.120:9999/rtp/233.50.201.113:5140$1920x1080
安徽卫视,http://60.7.56.33:4000/rtp/239.253.92.209:6566$1920x1080
安徽卫视,http://27.10.74.150:8005/rtp/225.0.4.133:7980$1920x1080
重庆卫视,http://115.207.210.81:8888/rtp/233.50.201.143:5140$1920x1080
重庆卫视,http://27.10.74.150:8002/rtp/225.0.4.187:7980$1920x1080
重庆卫视,http://27.10.74.75:8001/rtp/225.0.4.187:7980$1920x1080
重庆卫视,http://183.184.60.128:8085/rtp/226.0.1.178:3102$1920x1080
重庆卫视,http://221.205.60.71:8082/rtp/226.0.1.178:3102$1920x1080
重庆卫视,http://27.9.91.108:8002/rtp/225.0.4.187:7980$1920x1080
重庆卫视,http://27.11.48.117:8008/rtp/225.0.4.187:7980$1920x1080
重庆卫视,http://222.129.36.60:9001/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://220.192.3.145:8002/rtp/225.0.4.187:7980$1920x1080
重庆卫视,http://223.199.145.148:2222/rtp/239.253.64.55:5140$1920x1080
重庆卫视,http://119.98.71.95:8888/rtp/239.69.1.149:10530$1920x1080
重庆卫视,http://59.172.145.8:10000/rtp/239.69.1.149:10530$1920x1080
重庆卫视,http://218.64.60.38:8888/rtp/239.252.220.94:5140$1920x1080
重庆卫视,http://60.220.167.74:8083/rtp/226.0.1.178:3102$1920x1080
重庆卫视,http://60.220.167.244:8085/rtp/226.0.1.178:3102$1920x1080
东方卫视,http://222.71.139.118:8001/rtp/239.45.3.146:5140$1920x1080
东方卫视,http://59.172.145.8:10000/rtp/239.69.1.173:10674$1920x1080
东方卫视,http://1.203.110.192:17777/rtp/225.1.8.45:8032$1920x1080
东方卫视,http://171.217.35.98:8000/rtp/239.93.0.123:5140$1920x1080
东方卫视,http://60.168.226.118:2000/rtp/238.1.78.163:7176$1920x1080
东方卫视,http://114.254.95.3:2222/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://115.171.80.17:8888/rtp/225.1.8.45:8032$1920x1080
东方卫视,http://27.11.48.117:8008/rtp/225.0.4.80:7980$1920x1080
东方卫视,http://115.199.106.120:9999/rtp/233.50.201.125:5140$1920x1080
东方卫视,http://27.11.61.36:8002/rtp/225.0.4.80:7980$1920x1080
东方卫视,http://27.11.48.117:8002/rtp/225.0.4.80:7980$1920x1080
东方卫视,http://114.254.80.64:2222/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://114.246.102.14:4000/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://122.246.150.139:9999/rtp/233.50.201.125:5140$1920x1080
东方卫视,http://27.10.74.150:8002/rtp/225.0.4.80:7980$1920x1080
东南卫视,http://60.220.167.74:8083/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://60.220.167.219:8084/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://60.220.167.240:8083/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://221.205.61.119:8083/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://115.210.75.231:58888/rtp/233.50.201.146:5140$1920x1080
东南卫视,http://222.130.82.155:4022/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://183.185.220.49:8084/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://222.93.165.105:4000/rtp/239.49.8.112:8000$1920x1080
东南卫视,http://123.114.19.80:4000/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://61.140.148.82:3333/rtp/239.77.0.146:5146$1920x1080
东南卫视,http://218.64.60.38:8888/rtp/239.252.220.82:5140$1920x1080
东南卫视,http://114.243.99.87:4000/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://171.118.121.137:8082/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://60.220.167.244:8084/rtp/226.0.1.194:3119$1920x1080
东南卫视,http://180.121.98.89:8181/rtp/239.49.8.112:8000$1920x1080
甘肃卫视,http://223.215.11.132:2000/rtp/238.1.79.36:4400$1920x1080
甘肃卫视,http://139.170.105.53:8000/rtp/239.120.2.16:5141$1920x1080
甘肃卫视,http://223.240.166.252:4022/rtp/238.1.79.36:4400$1920x1080
甘肃卫视,http://110.87.12.97:5550/rtp/239.61.5.111:1025$1920x1080
甘肃卫视,http://144.52.199.209:8888/rtp/239.21.2.22:5002$1920x1080
甘肃卫视,http://171.212.170.30:8088/rtp/239.93.0.81:5140$1920x1080
甘肃卫视,http://113.128.128.46:8688/rtp/239.21.2.19:5002$1920x1080
甘肃卫视,http://144.52.199.209:8888/rtp/239.21.2.19:5002$1920x1080
甘肃卫视,http://139.170.105.53:8000/rtp/239.120.1.118:8700$1920x1080
甘肃卫视,http://106.59.3.147:55555/rtp/239.200.200.186:8356$1920x1080
甘肃卫视,http://60.168.226.118:2000/rtp/238.1.79.36:4400$1920x1080
甘肃卫视,http://218.64.60.38:8888/rtp/239.252.219.110:5140$720x576
甘肃卫视,http://110.157.221.155:8088/rtp/238.125.0.45:5140$720x576
甘肃卫视,http://183.150.162.163:9999/rtp/233.50.201.149:5140$720x576
甘肃卫视,http://115.171.80.17:8888/rtp/225.1.8.162:8188$720x576
广西卫视,http://171.217.35.98:8000/rtp/239.93.42.46:5140$1920x1080
广西卫视,http://111.166.193.128:8888/rtp/225.1.2.81:5002$1920x1080
广西卫视,http://180.121.98.89:8181/rtp/239.49.8.10:8000$1920x1080
广西卫视,http://27.190.24.36:11001/rtp/239.254.200.80:8300$1920x1080
广西卫视,http://111.167.11.223:5002/rtp/225.1.2.81:5002$1920x1080
广西卫视,http://60.7.56.50:4000/rtp/239.253.92.76:8043$1920x1080
广西卫视,http://27.18.5.191:8088/rtp/239.69.1.191:10788$1920x1080
广西卫视,http://218.68.52.22:8888/rtp/225.1.2.81:5002$1920x1080
广西卫视,http://119.98.71.95:8888/rtp/239.69.1.191:10788$1920x1080
广西卫视,http://60.10.225.157:555/rtp/239.253.92.76:8043$1920x1080
广西卫视,http://60.7.56.33:4000/rtp/239.253.92.76:8043$1920x1080
广西卫视,http://119.98.133.130:4000/rtp/239.69.1.191:10788$1920x1080
广西卫视,http://61.140.148.82:3333/rtp/239.77.0.139:5146$1920x1080
广西卫视,http://60.10.135.181:555/rtp/239.253.92.76:8043$1920x1080
广西卫视,http://139.170.105.53:8000/rtp/239.120.1.155:8988$1920x1080
贵州卫视,http://221.205.61.119:8082/rtp/226.0.1.188:3116$1920x1080
贵州卫视,http://183.164.59.71:8888/rtp/238.1.78.244:7824$1920x1080
贵州卫视,http://221.205.61.119:8083/rtp/226.0.1.188:3116$1920x1080
贵州卫视,http://60.220.167.244:8084/rtp/226.0.1.188:3116$1920x1080
贵州卫视,http://221.205.61.119:8084/rtp/226.0.1.188:3116$1920x1080
贵州卫视,http://218.68.52.22:8888/rtp/225.1.2.28:5002$1920x1080
贵州卫视,http://27.11.61.36:8002/rtp/225.0.4.175:7980$1920x1080
贵州卫视,http://27.11.48.117:8005/rtp/225.0.4.175:7980$1920x1080
贵州卫视,http://27.11.48.117:8002/rtp/225.0.4.175:7980$1920x1080
贵州卫视,http://183.185.228.5:8084/rtp/226.0.1.188:3116$1920x1080
贵州卫视,http://27.11.48.117:8008/rtp/225.0.4.175:7980$1920x1080
贵州卫视,http://27.10.74.150:8005/rtp/225.0.4.175:7980$1920x1080
贵州卫视,http://27.10.74.150:8002/rtp/225.0.4.175:7980$1920x1080
贵州卫视,http://115.199.106.120:9999/rtp/233.50.201.142:5140$1920x1080
贵州卫视,http://222.129.36.60:9001/rtp/239.3.1.149:8076$1920x1080
海南卫视,http://111.167.11.223:5002/rtp/225.1.2.82:5002$1920x1080
海南卫视,http://180.121.98.89:8181/rtp/239.49.8.83:8000$1920x1080
海南卫视,http://111.166.193.128:8888/rtp/225.1.2.82:5002$1920x1080
海南卫视,http://111.162.48.28:8888/rtp/225.1.2.82:5002$1920x1080
海南卫视,http://218.68.52.22:8888/rtp/225.1.2.82:5002$1920x1080
海南卫视,http://223.215.11.132:2000/rtp/238.1.79.49:4504$1920x1080
海南卫视,http://27.18.5.191:8088/rtp/239.69.1.151:10542$1920x1080
海南卫视,http://60.7.56.50:4000/rtp/239.253.93.155:6323$1920x1080
海南卫视,http://27.190.24.36:11001/rtp/239.254.201.125:6288$1920x1080
海南卫视,http://60.10.135.181:555/rtp/239.253.93.155:6323$1920x1080
海南卫视,http://60.10.225.157:555/rtp/239.253.93.155:6323$1920x1080
海南卫视,http://60.7.56.33:4000/rtp/239.253.93.155:6323$1920x1080
海南卫视,http://150.255.242.41:4022/rtp/239.254.96.179:7154$1920x1080
海南卫视,http://119.98.70.182:4022/rtp/239.69.1.151:10542$1920x1080
海南卫视,http://124.77.225.50:4022/rtp/239.45.1.81:5140$1920x1080
河北卫视,http://171.116.222.31:8084/rtp/226.0.1.186:3109$1920x1080
河北卫视,http://60.220.167.219:8084/rtp/226.0.1.186:3109$1920x1080
河北卫视,http://60.168.226.118:2000/rtp/238.1.78.245:7832$1920x1080
河北卫视,http://222.130.82.155:4022/rtp/239.3.1.148:8072$1920x1080
河北卫视,http://114.254.80.64:2222/rtp/239.3.1.148:8072$1920x1080
河北卫视,http://183.184.60.128:8082/rtp/226.0.1.186:3109$1920x1080
河北卫视,http://27.11.48.117:8005/rtp/225.0.4.174:7980$1920x1080
河北卫视,http://27.11.48.117:8002/rtp/225.0.4.174:7980$1920x1080
河北卫视,http://27.11.48.117:8007/rtp/225.0.4.174:7980$1920x1080
河北卫视,http://119.98.71.95:8888/rtp/239.69.1.157:10578$1920x1080
河北卫视,http://59.172.145.8:10000/rtp/239.254.96.113:9616$1920x1080
河北卫视,http://27.10.74.112:8005/rtp/225.0.4.174:7980$1920x1080
河北卫视,http://27.11.61.36:8002/rtp/225.0.4.174:7980$1920x1080
河北卫视,http://119.98.71.95:8888/rtp/239.254.96.113:9616$1920x1080
河北卫视,http://27.11.48.117:8008/rtp/225.0.4.174:7980$1920x1080
河南卫视,http://60.220.167.240:8084/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://60.220.167.244:8084/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://221.205.60.71:8085/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://180.121.98.89:8181/rtp/239.49.8.29:8000$1920x1080
河南卫视,http://119.98.71.95:8888/rtp/239.69.1.168:10644$1920x1080
河南卫视,http://221.205.61.119:8084/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://27.190.24.36:11001/rtp/239.254.201.16:7174$1920x1080
河南卫视,http://221.205.61.119:8083/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://183.185.228.5:8084/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://115.210.75.231:58888/rtp/233.50.201.144:5140$1920x1080
河南卫视,http://218.64.60.38:8888/rtp/239.252.220.189:5140$1920x1080
河南卫视,http://183.191.210.6:8082/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://221.205.61.119:8085/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://221.205.61.119:8082/rtp/226.0.1.201:2064$1920x1080
河南卫视,http://125.69.138.228:8880/rtp/239.93.42.45:5140$1920x1080
吉林卫视,http://58.41.27.144:18888/rtp/239.45.0.6:5140$1920x1080
吉林卫视,http://123.122.161.137:19999/rtp/239.3.1.240:8172$1920x1080
吉林卫视,http://221.205.61.119:8082/rtp/226.0.1.220:2068$1920x1080
吉林卫视,http://60.220.167.244:8084/rtp/226.0.1.220:2068$1920x1080
吉林卫视,http://114.246.102.14:4000/rtp/239.3.1.240:8172$1920x1080
吉林卫视,http://183.185.228.5:8084/rtp/226.0.1.220:2068$1920x1080
吉林卫视,http://183.184.60.128:8082/rtp/226.0.1.220:2068$1920x1080
吉林卫视,http://118.112.148.228:58888/rtp/239.93.0.248:5140$1920x1080
吉林卫视,http://60.10.225.157:555/rtp/239.253.92.202:6147$1920x1080
吉林卫视,http://171.117.245.252:8085/rtp/226.0.1.220:2068$1920x1080
吉林卫视,http://27.190.24.36:11001/rtp/239.254.201.15:6339$1920x1080
吉林卫视,http://171.118.121.137:8084/rtp/226.0.1.220:2068$1920x1080
吉林卫视,http://222.129.36.60:9001/rtp/239.3.1.240:8172$1920x1080
吉林卫视,http://218.64.60.38:8888/rtp/239.252.220.188:5140$1920x1080
吉林卫视,http://60.7.56.33:4000/rtp/239.253.92.202:6147$1920x1080
江苏卫视,http://183.164.59.71:8888/rtp/238.1.78.165:7192$1920x1080
江苏卫视,http://60.168.226.118:2000/rtp/238.1.78.165:7192$1920x1080
江苏卫视,http://123.122.161.137:19999/rtp/239.3.1.135:8028$1920x1080
江苏卫视,http://218.64.60.38:8888/rtp/239.252.219.214:5140$1920x1080
江苏卫视,http://223.199.145.148:2222/rtp/239.253.64.202:5140$1920x1080
江苏卫视,http://27.11.61.36:8002/rtp/225.0.4.79:7980$1920x1080
江苏卫视,http://27.10.74.150:8002/rtp/225.0.4.79:7980$1920x1080
江苏卫视,http://118.112.148.228:58888/rtp/239.93.0.89:5140$1920x1080
江苏卫视,http://27.11.48.117:8008/rtp/225.0.4.79:7980$1920x1080
江苏卫视,http://27.11.48.117:8005/rtp/225.0.4.79:7980$1920x1080
江苏卫视,http://27.11.48.117:8002/rtp/225.0.4.79:7980$1920x1080
江苏卫视,http://114.246.102.14:4000/rtp/239.3.1.135:8028$1920x1080
江苏卫视,http://119.98.71.95:8888/rtp/239.254.96.144:8938$1920x1080
江苏卫视,http://115.171.80.17:8888/rtp/225.1.8.44:8028$1920x1080
江苏卫视,http://27.11.48.117:8007/rtp/225.0.4.79:7980$1920x1080
江西卫视,http://171.116.222.31:8084/rtp/226.0.1.219:2067$1920x1080
江西卫视,http://60.220.167.244:8085/rtp/226.0.1.219:2067$1920x1080
江西卫视,http://115.234.196.165:8808/rtp/233.50.201.145:5140$1920x1080
江西卫视,http://125.113.166.146:8888/rtp/233.50.201.145:5140$1920x1080
江西卫视,http://114.243.99.87:4000/rtp/239.3.1.123:8164$1920x1080
江西卫视,http://123.122.161.137:19999/rtp/239.3.1.123:8164$1920x1080
江西卫视,http://183.184.60.128:8085/rtp/226.0.1.219:2067$1920x1080
江西卫视,http://114.246.102.14:4000/rtp/239.3.1.123:8164$1920x1080
江西卫视,http://222.71.139.114:8001/rtp/239.45.1.122:5140$1920x1080
江西卫视,http://111.162.48.28:8888/rtp/225.1.2.29:5002$1920x1080
江西卫视,http://222.71.139.115:8001/rtp/239.45.1.122:5140$1920x1080
江西卫视,http://114.254.80.64:2222/rtp/239.3.1.123:8164$1920x1080
江西卫视,http://183.185.228.5:8084/rtp/226.0.1.219:2067$1920x1080
江西卫视,http://218.64.60.38:8888/rtp/239.252.220.63:5140$1920x1080
江西卫视,http://222.129.36.60:9001/rtp/239.3.1.123:8164$1920x1080
辽宁卫视,http://114.254.80.64:2222/rtp/239.3.1.210:8056$1920x1080
辽宁卫视,http://123.122.161.137:19999/rtp/239.3.1.210:8056$1920x1080
辽宁卫视,http://118.112.148.228:58888/rtp/239.93.1.108:5140$1920x1080
辽宁卫视,http://183.164.59.71:8888/rtp/238.1.78.21:6096$1920x1080
辽宁卫视,http://27.9.91.108:8002/rtp/225.0.4.98:7980$1920x1080
辽宁卫视,http://223.199.145.148:2222/rtp/239.253.64.150:5140$1920x1080
辽宁卫视,http://115.171.80.17:8888/rtp/225.1.8.51:8056$1920x1080
辽宁卫视,http://27.11.48.117:8002/rtp/225.0.4.98:7980$1920x1080
辽宁卫视,http://222.129.36.60:9001/rtp/239.3.1.210:8056$1920x1080
辽宁卫视,http://60.10.225.157:555/rtp/239.253.92.115:6056$1920x1080
辽宁卫视,http://27.18.5.191:8088/rtp/239.69.1.71:10066$1920x1080
辽宁卫视,http://60.7.56.33:4000/rtp/239.253.92.115:6056$1920x1080
辽宁卫视,http://114.246.102.14:4000/rtp/239.3.1.210:8056$1920x1080
辽宁卫视,http://115.210.75.231:58888/rtp/233.50.201.141:5140$1920x1080
辽宁卫视,http://27.10.74.150:8005/rtp/225.0.4.98:7980$1920x1080
内蒙古卫视,http://111.162.48.28:8888/rtp/225.1.1.32:5002$720x576
内蒙古卫视,http://110.157.221.155:8088/rtp/238.125.4.44:5140$720x576
内蒙古卫视,http://218.64.60.38:8888/rtp/239.252.219.48:5140$720x576
内蒙古卫视,http://114.246.102.14:4000/rtp/239.3.1.43:8176$720x576
内蒙古卫视,http://27.18.5.191:8088/rtp/239.254.96.41:8220$720x576
内蒙古卫视,http://115.171.80.17:8888/rtp/225.1.8.156:8176$720x576
内蒙古卫视,http://118.112.148.228:58888/rtp/239.93.0.8:5140$720x576
内蒙古卫视,http://110.157.221.155:8088/rtp/238.125.0.44:5140$720x576
内蒙古卫视,http://61.185.200.157:10000/rtp/239.109.205.46:8304$720x576
内蒙古卫视,http://61.140.148.82:3333/rtp/239.77.1.55:5146$720x576
内蒙古卫视,http://223.199.145.148:2222/rtp/239.253.64.144:5140$720x576
内蒙古卫视,http://123.115.117.113:9000/rtp/239.3.1.43:8176$720x576
内蒙古卫视,http://61.140.148.82:3333/rtp/239.77.0.70:5146$720x576
内蒙古卫视,http://111.166.193.128:8888/rtp/225.1.1.32:5002$720x576
内蒙古卫视,http://222.129.36.60:9001/rtp/239.3.1.43:8176$720x576
宁夏卫视,http://171.116.222.31:8084/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://60.220.167.244:8084/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://221.205.61.119:8083/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://60.220.167.219:8084/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://60.220.167.74:8083/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://61.185.200.55:10000/rtp/239.109.205.126:8944$720x576
宁夏卫视,http://183.185.228.5:8084/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://183.184.60.128:8085/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://183.184.60.128:8082/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://60.220.167.244:8082/rtp/226.0.1.64:3050$720x576
宁夏卫视,http://223.215.11.132:2000/rtp/238.1.78.109:6744$720x576
宁夏卫视,http://110.157.221.155:8088/rtp/238.125.4.46:5140$720x576
宁夏卫视,http://27.18.5.191:8088/rtp/239.254.96.97:8556$720x576
宁夏卫视,http://61.185.200.157:10000/rtp/239.109.205.126:8944$720x576
宁夏卫视,http://61.140.148.82:3333/rtp/239.77.0.73:5146$720x576
青海卫视,http://139.170.105.53:8000/rtp/239.120.1.113:8346$1920x1080
青海卫视,http://139.170.105.53:8000/rtp/239.120.2.7:5141$1920x1080
青海卫视,http://139.170.105.53:8000/rtp/239.120.1.64:8332$1920x1080
青海卫视,http://110.87.12.97:5550/rtp/239.61.4.62:1025$1920x1080
青海卫视,http://139.170.105.53:8000/rtp/239.120.2.154:5141$1920x1080
青海卫视,http://113.109.250.1:9999/rtp/239.253.43.125:5146$1920x1080
青海卫视,http://139.170.105.53:8000/rtp/239.120.2.188:5141$1920x1080
青海卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3$1920x1080
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$1280x720
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8$1280x720
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578$1280x720
青海卫视,http://183.184.60.128:8085/rtp/226.0.1.59:3043$720x576
青海卫视,http://221.205.61.119:8083/rtp/226.0.1.59:3043$720x576
青海卫视,http://221.205.60.71:8085/rtp/226.0.1.59:3043$720x576
青海卫视,http://183.191.210.6:8082/rtp/226.0.1.59:3043$720x576
山东卫视,http://113.109.250.1:9999/rtp/239.77.0.132:5146$1920x1080
山东卫视,http://171.118.211.49:8084/rtp/226.0.1.154:3084$1920x1080
山东卫视,http://183.184.60.128:8082/rtp/226.0.1.154:3084$1920x1080
山东卫视,http://114.254.80.64:2222/rtp/239.3.1.209:8052$1920x1080
山东卫视,http://222.93.165.105:4000/rtp/239.49.8.7:9306$1920x1080
山东卫视,http://119.98.71.95:8888/rtp/239.69.1.69:10054$1920x1080
山东卫视,http://221.205.61.119:8084/rtp/226.0.1.154:3084$1920x1080
山东卫视,http://60.220.167.244:8085/rtp/226.0.1.154:3084$1920x1080
山东卫视,http://180.140.153.247:5432/rtp/239.81.0.114:4056$1920x1080
山东卫视,http://60.10.225.157:555/rtp/239.253.92.207:8109$1920x1080
山东卫视,http://222.129.36.60:9001/rtp/239.3.1.209:8052$1920x1080
山东卫视,http://183.184.60.128:8085/rtp/226.0.1.154:3084$1920x1080
山东卫视,http://183.185.228.5:8084/rtp/226.0.1.154:3084$1920x1080
山东卫视,http://27.10.74.150:8005/rtp/225.0.4.199:7980$1920x1080
山东卫视,http://220.192.3.145:8002/rtp/225.0.4.199:7980$1920x1080
山西卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759$1280x720
